index,study,study_type,gb,boot10,jack10,boot100,jack100,boot1000,jack1000,rep,rep100
29,M24504,phylogenetic,22,100,100,100,100,99,100,0.8461538462,84.61538462
29,M24504,phylogenetic,7,80,70,88,95,89,94,0.2692307692,26.92307692
29,M24504,phylogenetic,5,40,40,64,62,65,77,0.1923076923,19.23076923
29,M24504,phylogenetic,3,60,50,57,57,55,69,0.1153846154,11.53846154
29,M24504,phylogenetic,10,80,90,78,86,82,91,0.3846153846,38.46153846
29,M24504,phylogenetic,3,20,100,45,81,59,73,0.1153846154,11.53846154
29,M24504,phylogenetic,0,100,100,100,100,100,100,0,0
30,M24506,phylogenetic,17,100,100,91,96,91,98,0.07391304348,7.391304348
30,M24506,phylogenetic,48,100,100,100,100,99,100,0.2086956522,20.86956522
30,M24506,phylogenetic,27,100,100,99,100,99,100,0.1173913043,11.73913043
30,M24506,phylogenetic,28,100,100,100,100,98,99,0.1217391304,12.17391304
30,M24506,phylogenetic,22,100,100,100,100,98,100,0.09565217391,9.565217391
30,M24506,phylogenetic,154,100,100,100,100,100,100,0.6695652174,66.95652174
30,M24506,phylogenetic,7,100,70,67,74,59,73,0.03043478261,3.043478261
30,M24506,phylogenetic,20,90,100,93,98,91,98,0.08695652174,8.695652174
30,M24506,phylogenetic,1,30,100,37,56,35,49,0.004347826087,0.4347826087
30,M24506,phylogenetic,33,100,100,100,100,99,100,0.1434782609,14.34782609
30,M24506,phylogenetic,21,100,100,98,98,94,98,0.09130434783,9.130434783
30,M24506,phylogenetic,92,100,100,100,100,100,100,0.4,40
30,M24506,phylogenetic,26,100,100,98,100,99,100,0.1130434783,11.30434783
30,M24506,phylogenetic,12,60,70,37,54,43,61,0.05217391304,5.217391304
30,M24506,phylogenetic,230,100,100,100,100,100,100,1,100
30,M24506,phylogenetic,189,100,100,100,100,100,100,0.8217391304,82.17391304
30,M24506,phylogenetic,36,100,100,100,100,100,100,0.1565217391,15.65217391
30,M24506,phylogenetic,80,100,100,100,100,100,100,0.347826087,34.7826087
30,M24506,phylogenetic,5,40,60,69,81,66,75,0.02173913043,2.173913043
30,M24506,phylogenetic,64,100,100,100,100,100,100,0.2782608696,27.82608696
30,M24506,phylogenetic,7,80,70,84,83,77,84,0.03043478261,3.043478261
30,M24506,phylogenetic,11,80,80,68,89,72,89,0.04782608696,4.782608696
30,M24506,phylogenetic,7,20,60,42,72,49,65,0.03043478261,3.043478261
30,M24506,phylogenetic,19,100,100,87,100,94,97,0.08260869565,8.260869565
30,M24506,phylogenetic,8,50,80,46,79,60,76,0.0347826087,3.47826087
30,M24506,phylogenetic,32,100,100,100,100,100,100,0.1391304348,13.91304348
30,M24506,phylogenetic,0,100,100,100,100,100,100,0,0
31,M24518,phylogenetic,1,70,50,60,59,55,58,0.01923076923,1.923076923
31,M24518,phylogenetic,1,40,70,54,57,57,60,0.01923076923,1.923076923
31,M24518,phylogenetic,1,20,60,36,41,29,41,0.01923076923,1.923076923
31,M24518,phylogenetic,1,10,60,18,38,29,41,0.01923076923,1.923076923
31,M24518,phylogenetic,1,10,40,21,43,23,36,0.01923076923,1.923076923
31,M24518,phylogenetic,4,100,100,95,98,94,98,0.07692307692,7.692307692
31,M24518,phylogenetic,3,70,90,84,87,75,85,0.05769230769,5.769230769
31,M24518,phylogenetic,9,80,100,98,100,99,99,0.1730769231,17.30769231
31,M24518,phylogenetic,12,100,100,100,100,99,100,0.2307692308,23.07692308
31,M24518,phylogenetic,32,100,100,100,100,100,100,0.6153846154,61.53846154
31,M24518,phylogenetic,19,100,100,100,100,100,100,0.3653846154,36.53846154
31,M24518,phylogenetic,18,100,100,100,100,100,100,0.3461538462,34.61538462
31,M24518,phylogenetic,52,100,100,100,100,100,100,1,100
31,M24518,phylogenetic,17,100,100,100,100,100,100,0.3269230769,32.69230769
31,M24518,phylogenetic,8,100,100,94,95,90,95,0.1538461538,15.38461538
31,M24518,phylogenetic,3,80,80,69,80,62,79,0.05769230769,5.769230769
31,M24518,phylogenetic,11,100,100,98,100,99,99,0.2115384615,21.15384615
31,M24518,phylogenetic,5,40,90,73,95,85,94,0.09615384615,9.615384615
31,M24518,phylogenetic,1,50,20,45,48,35,47,0.01923076923,1.923076923
31,M24518,phylogenetic,3,50,80,87,96,87,92,0.05769230769,5.769230769
31,M24518,phylogenetic,19,100,100,100,100,100,100,0.3653846154,36.53846154
31,M24518,phylogenetic,8,100,100,95,98,97,99,0.1538461538,15.38461538
31,M24518,phylogenetic,1,60,20,15,14,2,13,0.01923076923,1.923076923
31,M24518,phylogenetic,28,100,100,100,100,100,100,0.5384615385,53.84615385
31,M24518,phylogenetic,2,50,80,64,85,74,81,0.03846153846,3.846153846
31,M24518,phylogenetic,9,100,100,100,100,99,100,0.1730769231,17.30769231
31,M24518,phylogenetic,6,100,100,90,100,95,99,0.1153846154,11.53846154
31,M24518,phylogenetic,6,100,100,99,100,99,100,0.1153846154,11.53846154
31,M24518,phylogenetic,3,100,100,81,96,80,89,0.05769230769,5.769230769
31,M24518,phylogenetic,0,100,100,100,100,100,100,0,0
32,M24522,phylogenetic,1,40,20,40,45,43,51,0.04545454545,4.545454545
32,M24522,phylogenetic,1,90,50,67,66,62,62,0.04545454545,4.545454545
32,M24522,phylogenetic,1,60,40,49,58,53,60,0.04545454545,4.545454545
32,M24522,phylogenetic,2,80,100,80,81,78,79,0.09090909091,9.090909091
32,M24522,phylogenetic,3,100,100,90,97,90,92,0.1363636364,13.63636364
32,M24522,phylogenetic,5,100,100,100,100,99,99,0.2272727273,22.72727273
32,M24522,phylogenetic,2,90,60,90,89,87,87,0.09090909091,9.090909091
32,M24522,phylogenetic,1,30,40,19,34,20,30,0.04545454545,4.545454545
32,M24522,phylogenetic,7,100,100,100,100,99,100,0.3181818182,31.81818182
32,M24522,phylogenetic,15,100,100,100,100,100,100,0.6818181818,68.18181818
32,M24522,phylogenetic,4,70,80,62,79,65,83,0.1818181818,18.18181818
32,M24522,phylogenetic,22,100,100,100,100,100,100,1,100
32,M24522,phylogenetic,9,80,100,91,98,95,99,0.4090909091,40.90909091
32,M24522,phylogenetic,11,100,100,100,100,100,99,0.5,50
32,M24522,phylogenetic,16,100,100,100,100,100,100,0.7272727273,72.72727273
32,M24522,phylogenetic,7,80,100,93,99,93,98,0.3181818182,31.81818182
32,M24522,phylogenetic,7,100,100,85,96,87,96,0.3181818182,31.81818182
32,M24522,phylogenetic,1,90,60,71,63,63,63,0.04545454545,4.545454545
32,M24522,phylogenetic,8,100,100,98,100,99,100,0.3636363636,36.36363636
32,M24522,phylogenetic,14,100,100,100,100,100,100,0.6363636364,63.63636364
32,M24522,phylogenetic,18,100,100,100,100,100,100,0.8181818182,81.81818182
32,M24522,phylogenetic,4,100,80,77,83,72,84,0.1818181818,18.18181818
32,M24522,phylogenetic,2,50,70,48,62,43,60,0.09090909091,9.090909091
32,M24522,phylogenetic,5,100,90,98,98,96,97,0.2272727273,22.72727273
32,M24522,phylogenetic,4,100,80,78,91,74,85,0.1818181818,18.18181818
32,M24522,phylogenetic,1,60,40,57,60,56,58,0.04545454545,4.545454545
32,M24522,phylogenetic,1,60,70,63,67,63,65,0.04545454545,4.545454545
32,M24522,phylogenetic,2,70,70,73,83,76,81,0.09090909091,9.090909091
32,M24522,phylogenetic,1,80,80,58,63,52,57,0.04545454545,4.545454545
32,M24522,phylogenetic,0,100,100,100,100,100,100,0,0
33,M24546,phylogenetic,4,100,100,99,99,97,98,0.3636363636,36.36363636
33,M24546,phylogenetic,3,70,100,74,87,84,87,0.2727272727,27.27272727
33,M24546,phylogenetic,1,40,20,31,46,44,54,0.09090909091,9.090909091
33,M24546,phylogenetic,2,60,30,47,69,57,67,0.1818181818,18.18181818
33,M24546,phylogenetic,2,80,80,78,78,74,78,0.1818181818,18.18181818
33,M24546,phylogenetic,1,80,50,59,63,61,60,0.09090909091,9.090909091
33,M24546,phylogenetic,3,90,100,95,96,93,93,0.2727272727,27.27272727
33,M24546,phylogenetic,3,80,90,96,94,92,93,0.2727272727,27.27272727
33,M24546,phylogenetic,3,70,70,86,89,87,89,0.2727272727,27.27272727
33,M24546,phylogenetic,11,100,100,100,100,100,100,1,100
33,M24546,phylogenetic,4,90,100,92,99,96,98,0.3636363636,36.36363636
33,M24546,phylogenetic,0,100,100,100,100,100,100,0,0
34,M24634,phylogenetic,12,100,100,100,99,99,99,0.3157894737,31.57894737
34,M24634,phylogenetic,5,80,100,94,98,91,97,0.1315789474,13.15789474
34,M24634,phylogenetic,7,100,100,100,99,99,98,0.1842105263,18.42105263
34,M24634,phylogenetic,1,10,50,41,53,37,52,0.02631578947,2.631578947
34,M24634,phylogenetic,1,30,30,42,45,42,44,0.02631578947,2.631578947
34,M24634,phylogenetic,6,90,90,85,91,84,90,0.1578947368,15.78947368
34,M24634,phylogenetic,4,100,100,100,97,99,99,0.1052631579,10.52631579
34,M24634,phylogenetic,4,80,40,71,74,75,85,0.1052631579,10.52631579
34,M24634,phylogenetic,3,50,40,55,71,61,74,0.07894736842,7.894736842
34,M24634,phylogenetic,3,30,50,60,63,55,64,0.07894736842,7.894736842
34,M24634,phylogenetic,13,100,100,100,100,99,99,0.3421052632,34.21052632
34,M24634,phylogenetic,3,20,60,42,48,40,51,0.07894736842,7.894736842
34,M24634,phylogenetic,3,40,60,49,62,52,61,0.07894736842,7.894736842
34,M24634,phylogenetic,3,30,40,38,58,44,58,0.07894736842,7.894736842
34,M24634,phylogenetic,2,30,30,45,44,33,42,0.05263157895,5.263157895
34,M24634,phylogenetic,2,50,70,58,62,49,52,0.05263157895,5.263157895
34,M24634,phylogenetic,38,100,100,100,98,98,98,1,100
34,M24634,phylogenetic,4,70,100,84,92,83,88,0.1052631579,10.52631579
34,M24634,phylogenetic,6,100,100,100,98,98,98,0.1578947368,15.78947368
34,M24634,phylogenetic,25,100,100,100,99,99,99,0.6578947368,65.78947368
34,M24634,phylogenetic,4,90,100,98,93,94,95,0.1052631579,10.52631579
34,M24634,phylogenetic,2,90,80,87,86,86,86,0.05263157895,5.263157895
34,M24634,phylogenetic,8,100,100,99,100,99,99,0.2105263158,21.05263158
34,M24634,phylogenetic,4,100,100,94,92,93,93,0.1052631579,10.52631579
34,M24634,phylogenetic,1,30,60,58,68,56,63,0.02631578947,2.631578947
34,M24634,phylogenetic,4,50,80,89,92,85,92,0.1052631579,10.52631579
34,M24634,phylogenetic,2,90,80,62,72,61,71,0.05263157895,5.263157895
34,M24634,phylogenetic,4,100,100,94,92,93,94,0.1052631579,10.52631579
34,M24634,phylogenetic,1,40,40,34,32,28,34,0.02631578947,2.631578947
34,M24634,phylogenetic,3,100,90,96,96,95,96,0.07894736842,7.894736842
34,M24634,phylogenetic,4,100,100,98,91,94,94,0.1052631579,10.52631579
34,M24634,phylogenetic,4,100,100,98,91,94,94,0.1052631579,10.52631579
34,M24634,phylogenetic,0,100,100,100,100,100,100,0,0
35,M24793,phylogenetic,1,10,40,15,6,9,10,0.04761904762,4.761904762
35,M24793,phylogenetic,2,30,20,2,18,5,13,0.09523809524,9.523809524
35,M24793,phylogenetic,3,40,60,35,41,30,35,0.1428571429,14.28571429
35,M24793,phylogenetic,8,100,100,94,99,94,98,0.380952381,38.0952381
35,M24793,phylogenetic,6,70,100,75,86,73,87,0.2857142857,28.57142857
35,M24793,phylogenetic,18,100,100,100,100,100,100,0.8571428571,85.71428571
35,M24793,phylogenetic,3,90,100,97,94,95,95,0.1428571429,14.28571429
35,M24793,phylogenetic,21,100,100,100,100,99,100,1,100
35,M24793,phylogenetic,8,100,80,85,93,86,93,0.380952381,38.0952381
35,M24793,phylogenetic,1,10,40,14,23,11,23,0.04761904762,4.761904762
35,M24793,phylogenetic,2,50,70,55,79,72,79,0.09523809524,9.523809524
35,M24793,phylogenetic,5,100,100,97,100,99,99,0.2380952381,23.80952381
35,M24793,phylogenetic,2,70,70,63,82,68,82,0.09523809524,9.523809524
35,M24793,phylogenetic,21,100,100,100,100,100,100,1,100
35,M24793,phylogenetic,9,100,100,85,96,79,92,0.4285714286,42.85714286
35,M24793,phylogenetic,4,30,100,49,71,49,68,0.1904761905,19.04761905
35,M24793,phylogenetic,8,100,100,100,98,98,99,0.380952381,38.0952381
35,M24793,phylogenetic,3,80,90,83,83,84,86,0.1428571429,14.28571429
35,M24793,phylogenetic,3,90,90,84,88,83,86,0.1428571429,14.28571429
35,M24793,phylogenetic,2,70,80,54,66,57,66,0.09523809524,9.523809524
35,M24793,phylogenetic,3,80,70,88,85,89,87,0.1428571429,14.28571429
35,M24793,phylogenetic,5,100,100,97,99,99,99,0.2380952381,23.80952381
35,M24793,phylogenetic,5,100,100,93,98,97,98,0.2380952381,23.80952381
35,M24793,phylogenetic,1,10,40,20,18,15,20,0.04761904762,4.761904762
35,M24793,phylogenetic,1,20,40,24,21,22,23,0.04761904762,4.761904762
35,M24793,phylogenetic,1,20,40,31,33,32,40,0.04761904762,4.761904762
35,M24793,phylogenetic,1,30,30,35,37,41,42,0.04761904762,4.761904762
35,M24793,phylogenetic,1,30,30,48,45,51,51,0.04761904762,4.761904762
35,M24793,phylogenetic,0,100,100,100,100,100,100,0,0
36,M24815,phylogenetic,9,100,100,97,98,95,98,0.1111111111,11.11111111
36,M24815,phylogenetic,20,100,100,99,100,99,100,0.2469135802,24.69135802
36,M24815,phylogenetic,11,100,100,99,100,99,100,0.1358024691,13.58024691
36,M24815,phylogenetic,44,100,100,100,100,100,100,0.5432098765,54.32098765
36,M24815,phylogenetic,4,70,50,40,74,58,71,0.04938271605,4.938271605
36,M24815,phylogenetic,5,20,90,50,77,54,76,0.06172839506,6.172839506
36,M24815,phylogenetic,5,50,80,51,77,49,67,0.06172839506,6.172839506
36,M24815,phylogenetic,8,70,70,84,94,78,89,0.0987654321,9.87654321
36,M24815,phylogenetic,4,70,50,30,52,29,50,0.04938271605,4.938271605
36,M24815,phylogenetic,4,70,80,54,80,52,70,0.04938271605,4.938271605
36,M24815,phylogenetic,3,30,60,29,47,31,40,0.03703703704,3.703703704
36,M24815,phylogenetic,22,100,100,100,100,100,100,0.2716049383,27.16049383
36,M24815,phylogenetic,17,100,100,100,100,98,100,0.2098765432,20.98765432
36,M24815,phylogenetic,6,50,80,68,74,74,76,0.07407407407,7.407407407
36,M24815,phylogenetic,3,10,30,25,36,33,31,0.03703703704,3.703703704
36,M24815,phylogenetic,8,100,100,100,100,100,100,0.0987654321,9.87654321
36,M24815,phylogenetic,26,100,100,100,100,100,100,0.3209876543,32.09876543
36,M24815,phylogenetic,1,60,70,61,74,67,71,0.01234567901,1.234567901
36,M24815,phylogenetic,2,50,80,60,75,62,76,0.02469135802,2.469135802
36,M24815,phylogenetic,17,100,100,100,100,100,100,0.2098765432,20.98765432
36,M24815,phylogenetic,25,100,100,100,100,100,100,0.3086419753,30.86419753
36,M24815,phylogenetic,9,100,100,98,99,98,99,0.1111111111,11.11111111
36,M24815,phylogenetic,14,100,100,100,100,99,99,0.1728395062,17.28395062
36,M24815,phylogenetic,19,100,100,100,100,99,100,0.2345679012,23.45679012
36,M24815,phylogenetic,12,70,100,70,85,78,89,0.1481481481,14.81481481
36,M24815,phylogenetic,81,100,100,100,100,100,100,1,100
36,M24815,phylogenetic,9,100,100,98,100,97,99,0.1111111111,11.11111111
36,M24815,phylogenetic,12,100,100,98,100,98,99,0.1481481481,14.81481481
36,M24815,phylogenetic,19,100,100,100,100,98,99,0.2345679012,23.45679012
36,M24815,phylogenetic,4,10,20,58,51,55,65,0.04938271605,4.938271605
36,M24815,phylogenetic,0,100,100,100,100,100,100,0,0
37,M24817,phylogenetic,18,100,100,100,100,99,100,0.07468879668,7.468879668
37,M24817,phylogenetic,26,100,100,100,100,100,100,0.1078838174,10.78838174
37,M24817,phylogenetic,28,100,100,100,100,100,100,0.1161825726,11.61825726
37,M24817,phylogenetic,48,100,100,100,100,100,100,0.1991701245,19.91701245
37,M24817,phylogenetic,4,70,20,54,56,52,62,0.01659751037,1.659751037
37,M24817,phylogenetic,11,100,100,94,100,95,98,0.04564315353,4.564315353
37,M24817,phylogenetic,9,90,90,81,97,85,93,0.03734439834,3.734439834
37,M24817,phylogenetic,8,90,100,59,92,76,90,0.03319502075,3.319502075
37,M24817,phylogenetic,15,100,100,95,100,94,99,0.0622406639,6.22406639
37,M24817,phylogenetic,2,40,20,19,24,26,31,0.008298755187,0.8298755187
37,M24817,phylogenetic,5,60,70,21,59,33,55,0.02074688797,2.074688797
37,M24817,phylogenetic,12,80,80,68,93,81,93,0.04979253112,4.979253112
37,M24817,phylogenetic,3,40,70,66,55,56,66,0.01244813278,1.244813278
37,M24817,phylogenetic,23,100,100,100,100,98,99,0.09543568465,9.543568465
37,M24817,phylogenetic,18,100,100,100,100,99,100,0.07468879668,7.468879668
37,M24817,phylogenetic,1,100,80,76,79,76,77,0.004149377593,0.4149377593
37,M24817,phylogenetic,69,100,100,100,100,100,100,0.2863070539,28.63070539
37,M24817,phylogenetic,17,90,100,87,97,84,95,0.07053941909,7.053941909
37,M24817,phylogenetic,17,90,100,87,97,84,95,0.07053941909,7.053941909
37,M24817,phylogenetic,17,90,100,87,97,85,95,0.07053941909,7.053941909
37,M24817,phylogenetic,21,100,100,95,100,96,99,0.08713692946,8.713692946
37,M24817,phylogenetic,7,70,100,72,87,69,85,0.02904564315,2.904564315
37,M24817,phylogenetic,17,100,100,99,100,99,100,0.07053941909,7.053941909
37,M24817,phylogenetic,42,100,100,100,100,100,100,0.1742738589,17.42738589
37,M24817,phylogenetic,4,70,40,35,37,36,33,0.01659751037,1.659751037
37,M24817,phylogenetic,23,100,100,100,100,99,100,0.09543568465,9.543568465
37,M24817,phylogenetic,36,100,100,100,100,100,100,0.1493775934,14.93775934
37,M24817,phylogenetic,4,10,30,10,30,16,18,0.01659751037,1.659751037
37,M24817,phylogenetic,37,100,100,100,100,100,100,0.153526971,15.3526971
37,M24817,phylogenetic,5,40,20,22,25,13,13,0.02074688797,2.074688797
37,M24817,phylogenetic,221,100,100,100,100,100,100,0.9170124481,91.70124481
37,M24817,phylogenetic,5,40,40,54,41,42,41,0.02074688797,2.074688797
37,M24817,phylogenetic,155,100,100,100,100,100,100,0.643153527,64.3153527
37,M24817,phylogenetic,241,100,100,100,100,100,100,1,100
37,M24817,phylogenetic,4,40,30,26,38,23,32,0.01659751037,1.659751037
37,M24817,phylogenetic,0,100,100,100,100,100,100,0,0
38,M25356,phylogenetic,3,100,90,95,91,95,94,0.02521008403,2.521008403
38,M25356,phylogenetic,4,100,100,98,99,98,97,0.03361344538,3.361344538
38,M25356,phylogenetic,2,100,90,84,89,86,88,0.01680672269,1.680672269
38,M25356,phylogenetic,5,100,90,89,97,93,97,0.04201680672,4.201680672
38,M25356,phylogenetic,8,100,100,100,100,100,100,0.06722689076,6.722689076
38,M25356,phylogenetic,7,100,100,96,100,98,99,0.05882352941,5.882352941
38,M25356,phylogenetic,9,100,100,100,100,99,100,0.0756302521,7.56302521
38,M25356,phylogenetic,9,100,100,100,100,99,100,0.0756302521,7.56302521
38,M25356,phylogenetic,1,60,70,65,70,62,66,0.008403361345,0.8403361345
38,M25356,phylogenetic,7,100,100,100,100,99,99,0.05882352941,5.882352941
38,M25356,phylogenetic,6,80,100,94,99,98,99,0.05042016807,5.042016807
38,M25356,phylogenetic,2,90,90,86,87,87,87,0.01680672269,1.680672269
38,M25356,phylogenetic,119,100,100,100,100,100,100,1,100
39,M25357,phylogenetic,36,100,100,100,100,100,100,0.12,12
39,M25357,phylogenetic,10,70,90,66,85,68,85,0.03333333333,3.333333333
39,M25357,phylogenetic,52,100,100,100,100,100,100,0.1733333333,17.33333333
39,M25357,phylogenetic,12,100,100,100,100,100,100,0.04,4
39,M25357,phylogenetic,17,100,100,100,100,100,100,0.05666666667,5.666666667
39,M25357,phylogenetic,7,30,50,67,77,67,78,0.02333333333,2.333333333
39,M25357,phylogenetic,7,100,100,99,100,99,99,0.02333333333,2.333333333
39,M25357,phylogenetic,6,100,100,100,100,99,99,0.02,2
39,M25357,phylogenetic,12,100,100,99,99,98,99,0.04,4
39,M25357,phylogenetic,13,20,10,11,42,19,41,0.04333333333,4.333333333
39,M25357,phylogenetic,8,100,100,100,100,100,100,0.02666666667,2.666666667
39,M25357,phylogenetic,52,100,100,100,100,100,100,0.1733333333,17.33333333
39,M25357,phylogenetic,9,40,80,51,85,60,79,0.03,3
39,M25357,phylogenetic,10,100,90,87,94,80,92,0.03333333333,3.333333333
39,M25357,phylogenetic,4,10,30,22,38,14,33,0.01333333333,1.333333333
39,M25357,phylogenetic,9,40,40,34,52,24,43,0.03,3
39,M25357,phylogenetic,2,80,70,80,77,79,80,0.006666666667,0.6666666667
39,M25357,phylogenetic,3,90,100,93,97,93,94,0.01,1
39,M25357,phylogenetic,3,80,40,77,75,79,84,0.01,1
39,M25357,phylogenetic,1,40,30,53,58,63,61,0.003333333333,0.3333333333
39,M25357,phylogenetic,4,100,80,99,93,95,96,0.01333333333,1.333333333
39,M25357,phylogenetic,2,100,80,90,83,86,84,0.006666666667,0.6666666667
39,M25357,phylogenetic,3,100,100,91,87,89,87,0.01,1
39,M25357,phylogenetic,15,100,100,100,100,100,100,0.05,5
39,M25357,phylogenetic,8,80,90,75,89,74,88,0.02666666667,2.666666667
39,M25357,phylogenetic,65,100,100,100,100,100,100,0.2166666667,21.66666667
39,M25357,phylogenetic,15,100,100,98,98,96,98,0.05,5
39,M25357,phylogenetic,48,100,100,100,100,100,100,0.16,16
39,M25357,phylogenetic,24,100,100,100,100,100,100,0.08,8
39,M25357,phylogenetic,5,60,70,61,65,60,71,0.01666666667,1.666666667
39,M25357,phylogenetic,29,100,100,100,100,100,100,0.09666666667,9.666666667
39,M25357,phylogenetic,13,60,100,92,95,94,97,0.04333333333,4.333333333
39,M25357,phylogenetic,11,100,90,80,94,83,93,0.03666666667,3.666666667
39,M25357,phylogenetic,32,100,100,100,100,100,100,0.1066666667,10.66666667
39,M25357,phylogenetic,4,20,70,44,78,51,69,0.01333333333,1.333333333
39,M25357,phylogenetic,13,100,100,96,98,96,99,0.04333333333,4.333333333
39,M25357,phylogenetic,14,100,100,100,98,98,99,0.04666666667,4.666666667
39,M25357,phylogenetic,300,100,100,100,100,100,100,1,100
40,M25363,phylogenetic,6,100,100,98,100,96,99,0.02076124567,2.076124567
40,M25363,phylogenetic,8,100,100,100,100,99,99,0.0276816609,2.76816609
40,M25363,phylogenetic,5,100,100,99,99,99,99,0.01730103806,1.730103806
40,M25363,phylogenetic,4,100,100,99,99,98,98,0.01384083045,1.384083045
40,M25363,phylogenetic,4,90,70,81,86,76,82,0.01384083045,1.384083045
40,M25363,phylogenetic,2,60,70,68,70,70,70,0.006920415225,0.6920415225
40,M25363,phylogenetic,8,100,80,90,94,91,94,0.0276816609,2.76816609
40,M25363,phylogenetic,5,60,40,60,73,60,69,0.01730103806,1.730103806
40,M25363,phylogenetic,9,70,40,41,49,43,46,0.03114186851,3.114186851
40,M25363,phylogenetic,14,100,100,100,100,100,100,0.04844290657,4.844290657
40,M25363,phylogenetic,4,90,80,93,92,92,90,0.01384083045,1.384083045
40,M25363,phylogenetic,4,100,100,100,99,99,98,0.01384083045,1.384083045
40,M25363,phylogenetic,3,70,70,58,66,55,67,0.01038062284,1.038062284
40,M25363,phylogenetic,2,70,70,76,73,76,75,0.006920415225,0.6920415225
40,M25363,phylogenetic,5,100,100,94,97,96,98,0.01730103806,1.730103806
40,M25363,phylogenetic,4,70,90,87,93,93,94,0.01384083045,1.384083045
40,M25363,phylogenetic,5,50,60,60,70,57,68,0.01730103806,1.730103806
40,M25363,phylogenetic,2,30,10,18,18,18,19,0.006920415225,0.6920415225
40,M25363,phylogenetic,3,50,50,50,54,50,57,0.01038062284,1.038062284
40,M25363,phylogenetic,8,80,80,86,92,88,94,0.0276816609,2.76816609
40,M25363,phylogenetic,5,30,10,14,19,17,17,0.01730103806,1.730103806
40,M25363,phylogenetic,5,60,100,63,86,69,82,0.01730103806,1.730103806
40,M25363,phylogenetic,5,40,40,43,36,33,38,0.01730103806,1.730103806
40,M25363,phylogenetic,7,90,80,51,52,45,49,0.02422145329,2.422145329
40,M25363,phylogenetic,17,100,100,96,100,99,99,0.05882352941,5.882352941
40,M25363,phylogenetic,5,20,90,65,72,62,72,0.01730103806,1.730103806
40,M25363,phylogenetic,7,40,60,60,75,58,68,0.02422145329,2.422145329
40,M25363,phylogenetic,15,30,70,42,69,48,65,0.05190311419,5.190311419
40,M25363,phylogenetic,10,50,30,44,55,35,47,0.03460207612,3.460207612
40,M25363,phylogenetic,10,40,30,63,66,58,68,0.03460207612,3.460207612
40,M25363,phylogenetic,7,90,100,77,87,81,88,0.02422145329,2.422145329
40,M25363,phylogenetic,11,10,30,18,36,22,42,0.03806228374,3.806228374
40,M25363,phylogenetic,1,50,80,65,66,63,62,0.003460207612,0.3460207612
40,M25363,phylogenetic,9,100,90,97,98,97,99,0.03114186851,3.114186851
40,M25363,phylogenetic,18,100,100,97,99,96,99,0.06228373702,6.228373702
40,M25363,phylogenetic,2,10,60,37,47,35,42,0.006920415225,0.6920415225
40,M25363,phylogenetic,4,90,80,96,98,95,96,0.01384083045,1.384083045
40,M25363,phylogenetic,6,90,100,99,98,99,99,0.02076124567,2.076124567
40,M25363,phylogenetic,9,90,100,81,80,80,85,0.03114186851,3.114186851
40,M25363,phylogenetic,8,100,90,95,92,91,91,0.0276816609,2.76816609
40,M25363,phylogenetic,10,60,80,59,59,57,60,0.03460207612,3.460207612
40,M25363,phylogenetic,13,90,50,90,81,87,86,0.04498269896,4.498269896
40,M25363,phylogenetic,11,100,100,93,96,90,95,0.03806228374,3.806228374
40,M25363,phylogenetic,11,40,70,39,45,41,51,0.03806228374,3.806228374
40,M25363,phylogenetic,8,50,80,46,73,57,77,0.0276816609,2.76816609
40,M25363,phylogenetic,11,80,80,77,83,78,90,0.03806228374,3.806228374
40,M25363,phylogenetic,5,100,100,93,98,90,96,0.01730103806,1.730103806
40,M25363,phylogenetic,17,100,100,98,99,97,98,0.05882352941,5.882352941
40,M25363,phylogenetic,24,100,100,100,100,100,100,0.0830449827,8.30449827
40,M25363,phylogenetic,7,80,100,84,94,84,94,0.02422145329,2.422145329
40,M25363,phylogenetic,31,60,60,59,52,56,56,0.107266436,10.7266436
40,M25363,phylogenetic,31,70,90,70,66,73,74,0.107266436,10.7266436
40,M25363,phylogenetic,31,60,70,72,80,70,75,0.107266436,10.7266436
40,M25363,phylogenetic,31,80,90,77,87,84,90,0.107266436,10.7266436
40,M25363,phylogenetic,31,40,30,48,48,49,53,0.107266436,10.7266436
40,M25363,phylogenetic,31,50,50,56,60,63,67,0.107266436,10.7266436
40,M25363,phylogenetic,31,100,100,100,100,99,100,0.107266436,10.7266436
40,M25363,phylogenetic,1,40,50,54,69,56,67,0.003460207612,0.3460207612
40,M25363,phylogenetic,2,40,60,55,70,49,67,0.006920415225,0.6920415225
40,M25363,phylogenetic,12,90,100,88,95,93,97,0.04152249135,4.152249135
40,M25363,phylogenetic,16,70,100,88,95,92,96,0.0553633218,5.53633218
40,M25363,phylogenetic,11,100,100,100,100,97,99,0.03806228374,3.806228374
40,M25363,phylogenetic,2,50,40,53,64,54,69,0.006920415225,0.6920415225
40,M25363,phylogenetic,19,100,90,96,99,95,98,0.06574394464,6.574394464
40,M25363,phylogenetic,2,40,60,61,45,42,45,0.006920415225,0.6920415225
40,M25363,phylogenetic,6,30,90,55,56,56,63,0.02076124567,2.076124567
40,M25363,phylogenetic,30,80,100,96,100,95,98,0.1038062284,10.38062284
40,M25363,phylogenetic,15,40,40,37,45,42,50,0.05190311419,5.190311419
40,M25363,phylogenetic,27,20,30,20,43,30,38,0.09342560554,9.342560554
