index,study,study_type,gb,boot10,jack10,boot100,jack100,boot1000,jack1000,rep,rep100
81,M31448                   ,phylogenetic,1,10,30,27,26,35,38,0.003333333333,0.3333333333
81,M31448                   ,phylogenetic,21,100,100,100,100,100,100,0.07,7
81,M31448                   ,phylogenetic,1,70,80,61,46,43,48,0.003333333333,0.3333333333
81,M31448                   ,phylogenetic,14,80,100,96,100,94,98,0.04666666667,4.666666667
81,M31448                   ,phylogenetic,9,50,40,36,54,54,60,0.03,3
81,M31448                   ,phylogenetic,3,40,50,57,59,50,61,0.01,1
81,M31448                   ,phylogenetic,14,100,100,100,100,99,100,0.04666666667,4.666666667
81,M31448                   ,phylogenetic,5,70,70,83,95,82,90,0.01666666667,1.666666667
81,M31448                   ,phylogenetic,11,100,100,100,100,98,98,0.03666666667,3.666666667
81,M31448                   ,phylogenetic,9,30,20,44,60,55,59,0.03,3
81,M31448                   ,phylogenetic,2,30,40,48,47,38,46,0.006666666667,0.6666666667
81,M31448                   ,phylogenetic,300,100,100,100,100,100,100,1,100
82,M31450,phylogenetic,7,70,90,84,92,84,95,0.02333333333,2.333333333
82,M31450,phylogenetic,10,100,100,96,100,99,100,0.03333333333,3.333333333
82,M31450,phylogenetic,9,100,100,95,100,97,99,0.03,3
82,M31450,phylogenetic,6,50,70,57,74,58,71,0.02,2
82,M31450,phylogenetic,3,40,40,31,51,36,50,0.01,1
82,M31450,phylogenetic,2,20,20,27,23,15,23,0.006666666667,0.6666666667
82,M31450,phylogenetic,23,100,100,100,100,100,100,0.07666666667,7.666666667
82,M31450,phylogenetic,17,100,100,100,100,99,99,0.05666666667,5.666666667
82,M31450,phylogenetic,34,100,100,100,100,100,100,0.1133333333,11.33333333
82,M31450,phylogenetic,6,50,100,81,95,83,91,0.02,2
82,M31450,phylogenetic,16,100,100,100,100,100,99,0.05333333333,5.333333333
82,M31450,phylogenetic,19,100,100,100,100,100,100,0.06333333333,6.333333333
82,M31450,phylogenetic,9,100,100,98,100,98,100,0.03,3
82,M31450,phylogenetic,19,100,100,100,100,100,100,0.06333333333,6.333333333
82,M31450,phylogenetic,3,80,90,72,84,71,82,0.01,1
82,M31450,phylogenetic,17,100,100,100,100,100,100,0.05666666667,5.666666667
82,M31450,phylogenetic,8,80,100,78,92,83,94,0.02666666667,2.666666667
82,M31450,phylogenetic,4,80,80,90,96,92,95,0.01333333333,1.333333333
82,M31450,phylogenetic,4,80,100,87,93,92,95,0.01333333333,1.333333333
82,M31450,phylogenetic,4,50,80,57,58,46,61,0.01333333333,1.333333333
82,M31450,phylogenetic,2,50,80,59,76,59,71,0.006666666667,0.6666666667
82,M31450,phylogenetic,7,80,100,87,95,86,95,0.02333333333,2.333333333
82,M31450,phylogenetic,5,80,40,50,59,54,66,0.01666666667,1.666666667
82,M31450,phylogenetic,7,80,100,85,98,83,95,0.02333333333,2.333333333
82,M31450,phylogenetic,10,70,100,77,83,69,88,0.03333333333,3.333333333
82,M31450,phylogenetic,8,70,90,86,96,77,94,0.02666666667,2.666666667
82,M31450,phylogenetic,12,50,90,69,91,70,90,0.04,4
82,M31450,phylogenetic,25,100,100,100,100,100,100,0.08333333333,8.333333333
82,M31450,phylogenetic,3,60,80,85,93,86,87,0.01,1
82,M31450,phylogenetic,17,100,100,100,100,100,100,0.05666666667,5.666666667
82,M31450,phylogenetic,8,100,100,100,100,99,100,0.02666666667,2.666666667
82,M31450,phylogenetic,2,50,80,64,78,61,69,0.006666666667,0.6666666667
82,M31450,phylogenetic,6,80,100,90,97,94,98,0.02,2
82,M31450,phylogenetic,2,40,30,56,64,54,68,0.006666666667,0.6666666667
82,M31450,phylogenetic,1,50,40,59,60,59,60,0.003333333333,0.3333333333
82,M31450,phylogenetic,1,50,60,58,64,59,63,0.003333333333,0.3333333333
82,M31450,phylogenetic,4,100,90,98,95,96,96,0.01333333333,1.333333333
82,M31450,phylogenetic,2,80,60,60,50,61,64,0.006666666667,0.6666666667
82,M31450,phylogenetic,5,100,100,99,99,99,99,0.01666666667,1.666666667
82,M31450,phylogenetic,7,100,100,100,100,99,99,0.02333333333,2.333333333
82,M31450,phylogenetic,5,100,100,100,100,96,98,0.01666666667,1.666666667
82,M31450,phylogenetic,3,40,90,65,77,60,75,0.01,1
82,M31450,phylogenetic,8,90,100,99,100,98,100,0.02666666667,2.666666667
82,M31450,phylogenetic,12,100,100,100,100,100,100,0.04,4
82,M31450,phylogenetic,7,100,100,100,100,99,100,0.02333333333,2.333333333
82,M31450,phylogenetic,4,100,100,97,97,94,95,0.01333333333,1.333333333
82,M31450,phylogenetic,2,100,100,83,93,83,86,0.006666666667,0.6666666667
82,M31450,phylogenetic,1,50,100,64,65,58,56,0.003333333333,0.3333333333
82,M31450,phylogenetic,1,20,50,33,43,26,28,0.003333333333,0.3333333333
82,M31450,phylogenetic,6,100,100,87,98,89,98,0.02,2
82,M31450,phylogenetic,10,100,100,99,100,99,100,0.03333333333,3.333333333
82,M31450,phylogenetic,7,100,100,89,99,91,97,0.02333333333,2.333333333
82,M31450,phylogenetic,5,100,100,99,100,99,99,0.01666666667,1.666666667
82,M31450,phylogenetic,7,100,100,75,93,73,83,0.02333333333,2.333333333
82,M31450,phylogenetic,4,100,100,98,99,99,99,0.01333333333,1.333333333
82,M31450,phylogenetic,23,100,100,100,100,100,100,0.07666666667,7.666666667
82,M31450,phylogenetic,300,100,100,100,100,100,100,1,100
83,M31521                   ,phylogenetic,7,100,90,93,97,85,95,0.05691056911,5.691056911
83,M31521                   ,phylogenetic,13,100,100,90,98,90,97,0.1056910569,10.56910569
83,M31521                   ,phylogenetic,1,90,60,79,72,73,70,0.008130081301,0.8130081301
83,M31521                   ,phylogenetic,1,30,60,37,46,43,41,0.008130081301,0.8130081301
83,M31521                   ,phylogenetic,3,90,80,80,86,79,84,0.0243902439,2.43902439
83,M31521                   ,phylogenetic,3,100,70,79,75,75,75,0.0243902439,2.43902439
83,M31521                   ,phylogenetic,2,70,80,63,51,60,59,0.0162601626,1.62601626
83,M31521                   ,phylogenetic,2,80,100,75,80,72,76,0.0162601626,1.62601626
83,M31521                   ,phylogenetic,1,10,20,31,26,22,31,0.008130081301,0.8130081301
83,M31521                   ,phylogenetic,2,50,20,27,38,28,41,0.0162601626,1.62601626
83,M31521                   ,phylogenetic,3,80,90,72,73,71,73,0.0243902439,2.43902439
83,M31521                   ,phylogenetic,2,90,70,84,87,83,86,0.0162601626,1.62601626
83,M31521                   ,phylogenetic,2,100,90,84,77,82,82,0.0162601626,1.62601626
83,M31521                   ,phylogenetic,6,100,100,100,98,99,99,0.0487804878,4.87804878
83,M31521                   ,phylogenetic,4,100,90,100,94,96,96,0.0325203252,3.25203252
83,M31521                   ,phylogenetic,2,80,70,80,82,79,78,0.0162601626,1.62601626
83,M31521                   ,phylogenetic,2,80,60,86,83,80,83,0.0162601626,1.62601626
83,M31521                   ,phylogenetic,4,100,100,98,97,96,97,0.0325203252,3.25203252
83,M31521                   ,phylogenetic,5,100,100,97,100,98,99,0.0406504065,4.06504065
83,M31521                   ,phylogenetic,3,70,80,70,81,76,82,0.0243902439,2.43902439
83,M31521                   ,phylogenetic,13,100,100,100,100,100,100,0.1056910569,10.56910569
83,M31521                   ,phylogenetic,1,30,50,38,52,37,52,0.008130081301,0.8130081301
83,M31521                   ,phylogenetic,4,80,80,66,71,56,73,0.0325203252,3.25203252
83,M31521                   ,phylogenetic,5,100,100,100,99,99,99,0.0406504065,4.06504065
83,M31521                   ,phylogenetic,9,100,100,100,100,100,100,0.07317073171,7.317073171
83,M31521                   ,phylogenetic,14,100,100,100,100,100,100,0.1138211382,11.38211382
83,M31521                   ,phylogenetic,3,70,60,72,59,61,64,0.0243902439,2.43902439
83,M31521                   ,phylogenetic,1,20,20,15,22,11,26,0.008130081301,0.8130081301
83,M31521                   ,phylogenetic,1,40,40,27,28,20,31,0.008130081301,0.8130081301
83,M31521                   ,phylogenetic,1,40,40,30,33,24,33,0.008130081301,0.8130081301
83,M31521                   ,phylogenetic,29,100,100,100,100,100,100,0.2357723577,23.57723577
83,M31521                   ,phylogenetic,22,100,100,100,100,99,100,0.1788617886,17.88617886
83,M31521                   ,phylogenetic,1,80,50,63,68,65,64,0.008130081301,0.8130081301
83,M31521                   ,phylogenetic,7,100,100,100,100,99,99,0.05691056911,5.691056911
83,M31521                   ,phylogenetic,2,80,80,81,84,73,82,0.0162601626,1.62601626
83,M31521                   ,phylogenetic,10,100,100,100,100,100,100,0.08130081301,8.130081301
83,M31521                   ,phylogenetic,16,100,100,100,100,100,100,0.1300813008,13.00813008
83,M31521                   ,phylogenetic,2,20,80,46,64,51,60,0.0162601626,1.62601626
83,M31521                   ,phylogenetic,8,80,100,78,88,71,80,0.06504065041,6.504065041
83,M31521                   ,phylogenetic,7,60,90,80,86,74,88,0.05691056911,5.691056911
83,M31521                   ,phylogenetic,5,70,100,75,85,74,86,0.0406504065,4.06504065
83,M31521                   ,phylogenetic,4,100,100,84,96,83,90,0.0325203252,3.25203252
83,M31521                   ,phylogenetic,123,100,100,100,100,100,100,1,100
84,M31522,phylogenetic,6,80,80,82,94,78,90,0.04958677686,4.958677686
84,M31522,phylogenetic,12,100,100,90,97,94,98,0.09917355372,9.917355372
84,M31522,phylogenetic,1,80,80,70,68,62,65,0.00826446281,0.826446281
84,M31522,phylogenetic,1,60,60,67,57,61,63,0.00826446281,0.826446281
84,M31522,phylogenetic,3,90,90,93,94,93,91,0.02479338843,2.479338843
84,M31522,phylogenetic,2,80,80,70,65,70,73,0.01652892562,1.652892562
84,M31522,phylogenetic,1,40,40,55,46,53,54,0.00826446281,0.826446281
84,M31522,phylogenetic,1,70,70,33,42,33,47,0.00826446281,0.826446281
84,M31522,phylogenetic,2,70,70,63,76,72,74,0.01652892562,1.652892562
84,M31522,phylogenetic,2,80,80,84,79,81,82,0.01652892562,1.652892562
84,M31522,phylogenetic,3,100,100,94,92,93,93,0.02479338843,2.479338843
84,M31522,phylogenetic,6,100,100,100,100,99,99,0.04958677686,4.958677686
84,M31522,phylogenetic,5,100,100,99,99,98,98,0.04132231405,4.132231405
84,M31522,phylogenetic,1,50,50,52,54,49,46,0.00826446281,0.826446281
84,M31522,phylogenetic,2,100,100,73,78,79,81,0.01652892562,1.652892562
84,M31522,phylogenetic,2,100,100,85,88,86,87,0.01652892562,1.652892562
84,M31522,phylogenetic,4,100,100,99,99,97,97,0.03305785124,3.305785124
84,M31522,phylogenetic,10,100,100,100,100,100,100,0.0826446281,8.26446281
84,M31522,phylogenetic,2,100,100,86,79,74,79,0.01652892562,1.652892562
84,M31522,phylogenetic,14,100,100,100,100,100,100,0.1157024793,11.57024793
84,M31522,phylogenetic,1,30,30,25,39,35,46,0.00826446281,0.826446281
84,M31522,phylogenetic,3,60,60,43,65,54,68,0.02479338843,2.479338843
84,M31522,phylogenetic,1,80,80,70,64,62,66,0.00826446281,0.826446281
84,M31522,phylogenetic,4,100,100,98,98,98,97,0.03305785124,3.305785124
84,M31522,phylogenetic,9,100,100,100,100,100,99,0.07438016529,7.438016529
84,M31522,phylogenetic,14,100,100,100,100,100,100,0.1157024793,11.57024793
84,M31522,phylogenetic,27,100,100,100,100,100,100,0.2231404959,22.31404959
84,M31522,phylogenetic,21,100,100,100,100,100,100,0.173553719,17.3553719
84,M31522,phylogenetic,1,70,70,67,56,63,59,0.00826446281,0.826446281
84,M31522,phylogenetic,7,100,100,100,100,100,100,0.05785123967,5.785123967
84,M31522,phylogenetic,2,10,10,13,58,29,52,0.01652892562,1.652892562
84,M31522,phylogenetic,2,100,100,84,90,79,86,0.01652892562,1.652892562
84,M31522,phylogenetic,10,100,100,99,100,99,99,0.0826446281,8.26446281
84,M31522,phylogenetic,14,100,100,100,100,100,100,0.1157024793,11.57024793
84,M31522,phylogenetic,3,40,40,50,78,60,76,0.02479338843,2.479338843
84,M31522,phylogenetic,8,100,100,84,96,81,93,0.06611570248,6.611570248
84,M31522,phylogenetic,8,100,100,79,96,84,94,0.06611570248,6.611570248
84,M31522,phylogenetic,3,30,30,55,77,63,77,0.02479338843,2.479338843
84,M31522,phylogenetic,121,100,100,100,100,100,100,1,100
85,M31523,phylogenetic,1,80,50,70,64,70,66,0.004672897196,0.4672897196
85,M31523,phylogenetic,5,100,100,98,98,97,98,0.02336448598,2.336448598
85,M31523,phylogenetic,16,100,100,100,100,100,100,0.07476635514,7.476635514
85,M31523,phylogenetic,6,100,100,97,98,94,97,0.02803738318,2.803738318
85,M31523,phylogenetic,1,40,70,65,65,62,63,0.004672897196,0.4672897196
85,M31523,phylogenetic,13,100,100,100,100,100,100,0.06074766355,6.074766355
85,M31523,phylogenetic,2,70,100,84,86,85,83,0.009345794393,0.9345794393
85,M31523,phylogenetic,1,50,70,59,62,63,62,0.004672897196,0.4672897196
85,M31523,phylogenetic,3,90,100,94,94,93,94,0.01401869159,1.401869159
85,M31523,phylogenetic,7,90,100,95,100,98,99,0.03271028037,3.271028037
85,M31523,phylogenetic,2,30,80,53,59,44,62,0.009345794393,0.9345794393
85,M31523,phylogenetic,76,100,100,100,100,100,100,0.3551401869,35.51401869
85,M31523,phylogenetic,5,40,80,71,92,69,86,0.02336448598,2.336448598
85,M31523,phylogenetic,7,50,80,72,89,68,85,0.03271028037,3.271028037
85,M31523,phylogenetic,1,70,80,66,68,62,66,0.004672897196,0.4672897196
85,M31523,phylogenetic,28,100,100,100,100,100,100,0.1308411215,13.08411215
85,M31523,phylogenetic,38,100,100,100,100,100,100,0.1775700935,17.75700935
85,M31523,phylogenetic,1,50,60,60,63,64,62,0.004672897196,0.4672897196
85,M31523,phylogenetic,1,50,50,69,55,61,62,0.004672897196,0.4672897196
85,M31523,phylogenetic,214,100,100,100,100,100,100,1,100
86,M31525,phylogenetic,4,100,90,97,98,98,97,0.06779661017,6.779661017
86,M31525,phylogenetic,3,100,100,95,91,93,93,0.05084745763,5.084745763
86,M31525,phylogenetic,1,30,70,38,51,37,46,0.01694915254,1.694915254
86,M31525,phylogenetic,3,100,100,98,96,95,95,0.05084745763,5.084745763
86,M31525,phylogenetic,4,80,100,96,93,94,96,0.06779661017,6.779661017
86,M31525,phylogenetic,31,100,100,100,100,100,100,0.5254237288,52.54237288
86,M31525,phylogenetic,59,100,100,100,100,100,100,1,100
87,M31723                   ,phylogenetic,2,100,70,80,76,76,78,0.01754385965,1.754385965
87,M31723                   ,phylogenetic,1,40,70,57,50,51,53,0.008771929825,0.8771929825
87,M31723                   ,phylogenetic,9,100,100,100,100,99,100,0.07894736842,7.894736842
87,M31723                   ,phylogenetic,2,40,40,37,51,48,54,0.01754385965,1.754385965
87,M31723                   ,phylogenetic,13,100,100,97,97,95,98,0.1140350877,11.40350877
87,M31723                   ,phylogenetic,7,100,100,95,97,93,98,0.06140350877,6.140350877
87,M31723                   ,phylogenetic,6,80,90,93,91,89,94,0.05263157895,5.263157895
87,M31723                   ,phylogenetic,9,100,100,100,100,99,100,0.07894736842,7.894736842
87,M31723                   ,phylogenetic,1,20,10,38,35,42,44,0.008771929825,0.8771929825
87,M31723                   ,phylogenetic,27,100,100,100,100,100,100,0.2368421053,23.68421053
87,M31723                   ,phylogenetic,4,80,100,53,60,52,54,0.0350877193,3.50877193
87,M31723                   ,phylogenetic,12,100,100,100,100,100,100,0.1052631579,10.52631579
87,M31723                   ,phylogenetic,4,70,100,85,96,86,93,0.0350877193,3.50877193
87,M31723                   ,phylogenetic,2,80,60,65,65,53,63,0.01754385965,1.754385965
87,M31723                   ,phylogenetic,2,100,60,70,78,67,76,0.01754385965,1.754385965
87,M31723                   ,phylogenetic,3,70,80,88,89,80,90,0.02631578947,2.631578947
87,M31723                   ,phylogenetic,2,20,80,51,62,54,65,0.01754385965,1.754385965
87,M31723                   ,phylogenetic,5,80,70,77,89,77,89,0.04385964912,4.385964912
87,M31723                   ,phylogenetic,19,100,100,100,100,100,100,0.1666666667,16.66666667
87,M31723                   ,phylogenetic,5,50,40,62,73,61,76,0.04385964912,4.385964912
87,M31723                   ,phylogenetic,114,100,100,100,100,100,100,1,100
88,M31724,phylogenetic,3,90,90,80,81,78,85,0.04,4
88,M31724,phylogenetic,11,100,100,100,100,99,100,0.1466666667,14.66666667
88,M31724,phylogenetic,2,70,100,45,66,41,57,0.02666666667,2.666666667
88,M31724,phylogenetic,15,100,100,100,100,100,100,0.2,20
88,M31724,phylogenetic,1,50,30,44,55,46,55,0.01333333333,1.333333333
88,M31724,phylogenetic,3,30,50,34,39,32,35,0.04,4
88,M31724,phylogenetic,8,100,100,96,100,98,99,0.1066666667,10.66666667
88,M31724,phylogenetic,1,30,40,31,29,30,34,0.01333333333,1.333333333
88,M31724,phylogenetic,11,100,100,100,100,100,100,0.1466666667,14.66666667
88,M31724,phylogenetic,10,100,100,95,99,98,99,0.1333333333,13.33333333
88,M31724,phylogenetic,8,100,100,96,99,96,98,0.1066666667,10.66666667
88,M31724,phylogenetic,4,60,90,61,66,59,70,0.05333333333,5.333333333
88,M31724,phylogenetic,2,30,40,41,57,48,55,0.02666666667,2.666666667
88,M31724,phylogenetic,1,70,50,66,64,63,67,0.01333333333,1.333333333
88,M31724,phylogenetic,4,100,100,99,96,98,98,0.05333333333,5.333333333
88,M31724,phylogenetic,3,40,50,66,80,69,74,0.04,4
88,M31724,phylogenetic,9,100,90,93,99,95,98,0.12,12
88,M31724,phylogenetic,3,90,60,79,91,81,90,0.04,4
88,M31724,phylogenetic,75,100,100,100,100,100,100,1,100
89,M31725,phylogenetic,1,10,30,9,24,3,14,0.006024096386,0.6024096386
89,M31725,phylogenetic,14,100,100,98,100,99,100,0.0843373494,8.43373494
89,M31725,phylogenetic,10,50,50,73,82,69,78,0.06024096386,6.024096386
89,M31725,phylogenetic,5,50,40,56,54,38,55,0.03012048193,3.012048193
89,M31725,phylogenetic,7,90,100,86,96,92,97,0.0421686747,4.21686747
89,M31725,phylogenetic,15,100,90,98,94,92,94,0.09036144578,9.036144578
89,M31725,phylogenetic,1,10,30,22,26,15,24,0.006024096386,0.6024096386
89,M31725,phylogenetic,11,90,80,97,98,94,98,0.06626506024,6.626506024
89,M31725,phylogenetic,3,10,60,30,61,43,64,0.01807228916,1.807228916
89,M31725,phylogenetic,2,20,30,32,44,29,48,0.01204819277,1.204819277
89,M31725,phylogenetic,15,80,100,87,96,85,94,0.09036144578,9.036144578
89,M31725,phylogenetic,5,40,60,41,57,33,54,0.03012048193,3.012048193
89,M31725,phylogenetic,21,100,100,100,100,99,100,0.1265060241,12.65060241
89,M31725,phylogenetic,37,100,100,100,100,100,100,0.2228915663,22.28915663
89,M31725,phylogenetic,9,90,100,96,100,94,98,0.05421686747,5.421686747
89,M31725,phylogenetic,12,100,100,100,100,96,98,0.07228915663,7.228915663
89,M31725,phylogenetic,16,100,100,100,100,99,100,0.09638554217,9.638554217
89,M31725,phylogenetic,14,100,100,97,100,99,100,0.0843373494,8.43373494
89,M31725,phylogenetic,5,100,100,90,96,88,92,0.03012048193,3.012048193
89,M31725,phylogenetic,166,100,100,100,100,100,100,1,100
90,M31760,phylogenetic,3,30,60,68,76,69,84,0.01298701299,1.298701299
90,M31760,phylogenetic,10,100,100,100,100,100,100,0.04329004329,4.329004329
90,M31760,phylogenetic,6,100,100,94,98,96,98,0.02597402597,2.597402597
90,M31760,phylogenetic,1,20,50,26,42,20,32,0.004329004329,0.4329004329
90,M31760,phylogenetic,2,10,70,40,61,44,63,0.008658008658,0.8658008658
90,M31760,phylogenetic,3,80,100,92,94,93,95,0.01298701299,1.298701299
90,M31760,phylogenetic,20,100,100,100,100,100,100,0.08658008658,8.658008658
90,M31760,phylogenetic,1,10,50,55,62,41,53,0.004329004329,0.4329004329
90,M31760,phylogenetic,2,20,60,23,36,35,47,0.008658008658,0.8658008658
90,M31760,phylogenetic,16,100,100,100,100,100,100,0.06926406926,6.926406926
90,M31760,phylogenetic,3,50,40,30,29,30,30,0.01298701299,1.298701299
90,M31760,phylogenetic,7,40,90,59,72,68,82,0.0303030303,3.03030303
90,M31760,phylogenetic,6,100,100,76,90,77,88,0.02597402597,2.597402597
90,M31760,phylogenetic,5,40,70,66,73,65,74,0.02164502165,2.164502165
90,M31760,phylogenetic,15,100,100,100,100,99,100,0.06493506494,6.493506494
90,M31760,phylogenetic,41,100,100,100,100,100,100,0.1774891775,17.74891775
90,M31760,phylogenetic,22,100,100,100,100,100,100,0.09523809524,9.523809524
90,M31760,phylogenetic,54,100,100,100,100,100,100,0.2337662338,23.37662338
90,M31760,phylogenetic,32,100,100,100,100,100,100,0.1385281385,13.85281385
90,M31760,phylogenetic,9,10,100,48,59,37,57,0.03896103896,3.896103896
90,M31760,phylogenetic,8,70,80,82,89,76,86,0.03463203463,3.463203463
90,M31760,phylogenetic,18,80,100,85,94,81,90,0.07792207792,7.792207792
90,M31760,phylogenetic,10,30,100,67,83,62,79,0.04329004329,4.329004329
90,M31760,phylogenetic,16,100,100,100,100,100,100,0.06926406926,6.926406926
90,M31760,phylogenetic,3,20,90,46,71,49,74,0.01298701299,1.298701299
90,M31760,phylogenetic,3,30,70,50,64,47,65,0.01298701299,1.298701299
90,M31760,phylogenetic,4,100,90,96,95,93,97,0.01731601732,1.731601732
90,M31760,phylogenetic,3,60,80,59,67,61,74,0.01298701299,1.298701299
90,M31760,phylogenetic,3,100,100,96,96,97,97,0.01298701299,1.298701299
90,M31760,phylogenetic,3,100,90,99,98,97,97,0.01298701299,1.298701299
90,M31760,phylogenetic,2,40,70,44,61,41,53,0.008658008658,0.8658008658
90,M31760,phylogenetic,1,90,60,63,59,61,60,0.004329004329,0.4329004329
90,M31760,phylogenetic,2,50,60,39,40,31,51,0.008658008658,0.8658008658
90,M31760,phylogenetic,2,70,90,76,89,78,89,0.008658008658,0.8658008658
90,M31760,phylogenetic,6,100,100,100,100,99,99,0.02597402597,2.597402597
90,M31760,phylogenetic,4,60,90,64,72,59,77,0.01731601732,1.731601732
90,M31760,phylogenetic,3,60,90,58,64,48,73,0.01298701299,1.298701299
90,M31760,phylogenetic,4,100,90,85,93,89,95,0.01731601732,1.731601732
90,M31760,phylogenetic,2,100,80,88,89,86,87,0.008658008658,0.8658008658
90,M31760,phylogenetic,2,80,90,86,87,87,87,0.008658008658,0.8658008658
90,M31760,phylogenetic,5,100,100,100,100,99,99,0.02164502165,2.164502165
90,M31760,phylogenetic,6,100,100,93,96,96,96,0.02597402597,2.597402597
90,M31760,phylogenetic,10,100,100,100,100,100,100,0.04329004329,4.329004329
90,M31760,phylogenetic,6,50,80,78,89,79,89,0.02597402597,2.597402597
90,M31760,phylogenetic,8,60,90,80,88,78,89,0.03463203463,3.463203463
90,M31760,phylogenetic,20,90,100,97,98,96,99,0.08658008658,8.658008658
90,M31760,phylogenetic,9,100,100,82,91,82,94,0.03896103896,3.896103896
90,M31760,phylogenetic,16,100,100,100,100,100,100,0.06926406926,6.926406926
90,M31760,phylogenetic,15,100,100,100,100,100,100,0.06493506494,6.493506494
90,M31760,phylogenetic,7,90,100,95,98,96,98,0.0303030303,3.03030303
90,M31760,phylogenetic,14,100,100,100,100,99,100,0.06060606061,6.060606061
90,M31760,phylogenetic,4,100,100,85,95,83,94,0.01731601732,1.731601732
90,M31760,phylogenetic,9,100,100,100,100,99,99,0.03896103896,3.896103896
90,M31760,phylogenetic,11,100,100,99,100,99,100,0.04761904762,4.761904762
90,M31760,phylogenetic,18,100,100,100,100,100,100,0.07792207792,7.792207792
90,M31760,phylogenetic,18,100,100,100,100,99,100,0.07792207792,7.792207792
90,M31760,phylogenetic,17,100,100,100,100,99,100,0.07359307359,7.359307359
90,M31760,phylogenetic,6,30,40,28,42,22,33,0.02597402597,2.597402597
90,M31760,phylogenetic,231,100,100,100,100,100,100,1,100
91,M31762                   ,phylogenetic,2,90,80,86,83,87,87,0.016,1.6
91,M31762                   ,phylogenetic,5,100,100,99,100,99,99,0.04,4
91,M31762                   ,phylogenetic,2,90,90,76,85,80,84,0.016,1.6
91,M31762                   ,phylogenetic,4,100,100,94,94,93,96,0.032,3.2
91,M31762                   ,phylogenetic,2,80,80,73,75,76,78,0.016,1.6
91,M31762                   ,phylogenetic,1,90,60,66,65,64,65,0.008,0.8
91,M31762                   ,phylogenetic,1,80,70,69,67,63,64,0.008,0.8
91,M31762                   ,phylogenetic,9,100,100,100,100,100,100,0.072,7.2
91,M31762                   ,phylogenetic,1,80,40,44,46,38,45,0.008,0.8
91,M31762                   ,phylogenetic,6,90,100,94,99,96,99,0.048,4.8
91,M31762                   ,phylogenetic,2,90,60,55,64,51,66,0.016,1.6
91,M31762                   ,phylogenetic,1,50,20,41,59,45,53,0.008,0.8
91,M31762                   ,phylogenetic,1,40,50,48,53,42,48,0.008,0.8
91,M31762                   ,phylogenetic,2,100,90,90,86,86,87,0.016,1.6
91,M31762                   ,phylogenetic,1,10,10,1,14,1,12,0.008,0.8
91,M31762                   ,phylogenetic,2,40,50,35,52,39,55,0.016,1.6
91,M31762                   ,phylogenetic,1,20,50,28,51,31,44,0.008,0.8
91,M31762                   ,phylogenetic,1,50,40,36,39,31,35,0.008,0.8
91,M31762                   ,phylogenetic,1,40,10,23,28,25,30,0.008,0.8
91,M31762                   ,phylogenetic,8,100,100,100,100,98,99,0.064,6.4
91,M31762                   ,phylogenetic,3,100,100,97,92,91,92,0.024,2.4
91,M31762                   ,phylogenetic,2,70,90,71,76,77,78,0.016,1.6
91,M31762                   ,phylogenetic,1,60,40,44,51,44,53,0.008,0.8
91,M31762                   ,phylogenetic,2,80,80,67,79,73,81,0.016,1.6
91,M31762                   ,phylogenetic,2,80,80,79,88,84,86,0.016,1.6
91,M31762                   ,phylogenetic,4,100,100,98,97,96,98,0.032,3.2
91,M31762                   ,phylogenetic,3,80,80,91,94,94,95,0.024,2.4
91,M31762                   ,phylogenetic,3,100,80,89,94,93,95,0.024,2.4
91,M31762                   ,phylogenetic,19,100,90,87,97,90,97,0.152,15.2
91,M31762                   ,phylogenetic,48,100,100,100,100,100,100,0.384,38.4
91,M31762                   ,phylogenetic,13,100,100,100,100,99,100,0.104,10.4
91,M31762                   ,phylogenetic,125,100,100,100,100,100,100,1,100
92,M31801,phylogenetic,2,60,80,63,56,59,67,0.01587301587,1.587301587
92,M31801,phylogenetic,2,40,50,59,72,62,74,0.01587301587,1.587301587
92,M31801,phylogenetic,1,30,40,34,39,30,43,0.007936507937,0.7936507937
92,M31801,phylogenetic,1,50,60,56,58,63,63,0.007936507937,0.7936507937
92,M31801,phylogenetic,1,80,50,77,68,78,73,0.007936507937,0.7936507937
92,M31801,phylogenetic,1,10,20,12,6,6,11,0.007936507937,0.7936507937
92,M31801,phylogenetic,3,100,80,90,94,90,91,0.02380952381,2.380952381
92,M31801,phylogenetic,2,10,20,28,39,39,48,0.01587301587,1.587301587
92,M31801,phylogenetic,2,20,20,29,39,43,49,0.01587301587,1.587301587
92,M31801,phylogenetic,1,50,80,71,73,65,68,0.007936507937,0.7936507937
92,M31801,phylogenetic,2,60,60,44,49,54,61,0.01587301587,1.587301587
92,M31801,phylogenetic,2,80,90,67,71,70,75,0.01587301587,1.587301587
92,M31801,phylogenetic,2,70,80,76,78,77,78,0.01587301587,1.587301587
92,M31801,phylogenetic,1,50,40,25,39,32,33,0.007936507937,0.7936507937
92,M31801,phylogenetic,1,80,40,82,73,74,74,0.007936507937,0.7936507937
92,M31801,phylogenetic,1,60,100,81,80,81,77,0.007936507937,0.7936507937
92,M31801,phylogenetic,2,20,10,14,44,23,42,0.01587301587,1.587301587
92,M31801,phylogenetic,7,100,90,93,98,95,97,0.05555555556,5.555555556
92,M31801,phylogenetic,5,70,100,69,76,64,74,0.03968253968,3.968253968
92,M31801,phylogenetic,126,100,100,100,100,100,100,1,100
93,M31811,phylogenetic,1,60,40,63,63,63,62,0.01282051282,1.282051282
